Acaryochloris_marina_MBIC11017_uid58167/NC_009925.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales;
Burkholderia_cenocepacia_AU_1054_uid58371/NC_008061.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_cenocepacia_AU_1054_uid58371/NC_008062.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_cenocepacia_HI2424_uid58369/NC_008542.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_cenocepacia_HI2424_uid58369/NC_008543.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_cenocepacia_HI2424_uid58369/NC_008544.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_cenocepacia_HI2424_uid58369/NC_008545.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_cenocepacia_J2315_uid57953/NC_011000.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_cenocepacia_J2315_uid57953/NC_011001.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_cenocepacia_J2315_uid57953/NC_011002.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_cenocepacia_J2315_uid57953/NC_011003.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_cenocepacia_MC0_3_uid58769/NC_010508.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_cenocepacia_MC0_3_uid58769/NC_010512.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_cenocepacia_MC0_3_uid58769/NC_010515.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_cepacia_GG4_uid173858/NC_018513.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_cepacia_GG4_uid173858/NC_018514.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_gladioli_BSR3_uid66301/NC_015376.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_gladioli_BSR3_uid66301/NC_015377.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_gladioli_BSR3_uid66301/NC_015378.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_gladioli_BSR3_uid66301/NC_015381.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_gladioli_BSR3_uid66301/NC_015382.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_gladioli_BSR3_uid66301/NC_015383.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_glumae_BGR1_uid59397/NC_012718.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_glumae_BGR1_uid59397/NC_012720.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_glumae_BGR1_uid59397/NC_012721.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_glumae_BGR1_uid59397/NC_012723.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_glumae_BGR1_uid59397/NC_012724.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_glumae_BGR1_uid59397/NC_012725.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_KJ006_uid165871/NC_017920.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_KJ006_uid165871/NC_017921.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_KJ006_uid165871/NC_017922.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_KJ006_uid165871/NC_017923.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_mallei_ATCC_23344_uid57725/NC_006348.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_mallei_ATCC_23344_uid57725/NC_006349.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_mallei_NCTC_10229_uid58383/NC_008835.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_mallei_NCTC_10229_uid58383/NC_008836.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_mallei_NCTC_10247_uid58385/NC_009079.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_mallei_NCTC_10247_uid58385/NC_009080.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_mallei_SAVP1_uid58387/NC_008784.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_mallei_SAVP1_uid58387/NC_008785.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_multivorans_ATCC_17616_uid58697/NC_010070.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_multivorans_ATCC_17616_uid58697/NC_010084.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_multivorans_ATCC_17616_uid58697/NC_010086.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_multivorans_ATCC_17616_uid58697/NC_010087.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_multivorans_ATCC_17616_uid58909/NC_010801.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_multivorans_ATCC_17616_uid58909/NC_010802.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_multivorans_ATCC_17616_uid58909/NC_010804.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_multivorans_ATCC_17616_uid58909/NC_010805.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_phenoliruptrix_BR3459a_uid176370/NC_018672.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_phenoliruptrix_BR3459a_uid176370/NC_018695.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_phenoliruptrix_BR3459a_uid176370/NC_018696.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_phymatum_STM815_uid58699/NC_010622.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_phymatum_STM815_uid58699/NC_010623.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_phymatum_STM815_uid58699/NC_010625.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_phymatum_STM815_uid58699/NC_010627.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_phytofirmans_PsJN_uid58729/NC_010676.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_phytofirmans_PsJN_uid58729/NC_010679.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_phytofirmans_PsJN_uid58729/NC_010681.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_pseudomallei_1026b_uid162511/NC_017831.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_pseudomallei_1026b_uid162511/NC_017832.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_pseudomallei_1106a_uid58515/NC_009076.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_pseudomallei_1106a_uid58515/NC_009078.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_pseudomallei_1710b_uid58391/NC_007434.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_pseudomallei_1710b_uid58391/NC_007435.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_pseudomallei_668_uid58389/NC_009074.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_pseudomallei_668_uid58389/NC_009075.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_pseudomallei_BPC006_uid174460/NC_018527.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_pseudomallei_BPC006_uid174460/NC_018529.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_pseudomallei_K96243_uid57733/NC_006350.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_pseudomallei_K96243_uid57733/NC_006351.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_pseudomallei_MSHR346_uid55259/NC_012695.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_rhizoxinica_HKI_454_uid60487/NC_014718.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_rhizoxinica_HKI_454_uid60487/NC_014722.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_rhizoxinica_HKI_454_uid60487/NC_014723.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_thailandensis_E264_uid58081/NC_007650.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_thailandensis_E264_uid58081/NC_007651.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_thailandensis_MSMB121_uid201037/NC_021173.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_thailandensis_MSMB121_uid201037/NC_021174.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_vietnamiensis_G4_uid58075/NC_009226.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_vietnamiensis_G4_uid58075/NC_009227.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_vietnamiensis_G4_uid58075/NC_009228.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_vietnamiensis_G4_uid58075/NC_009229.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_vietnamiensis_G4_uid58075/NC_009230.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_vietnamiensis_G4_uid58075/NC_009254.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_vietnamiensis_G4_uid58075/NC_009255.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_vietnamiensis_G4_uid58075/NC_009256.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_xenovorans_LB400_uid57823/NC_007951.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_xenovorans_LB400_uid57823/NC_007952.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_xenovorans_LB400_uid57823/NC_007953.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_YI23_uid81081/NC_016589.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_YI23_uid81081/NC_016590.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_YI23_uid81081/NC_016591.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_YI23_uid81081/NC_016592.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_YI23_uid81081/NC_016625.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Burkholderia_YI23_uid81081/NC_016626.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
butyrate_producing_bacterium_SM4_1_uid197180/NC_021024.gbk-            Bacteria; Firmicutes; Clostridia; Clostridiales.
butyrate_producing_bacterium_SS3_4_uid197159/NC_021035.gbk-            Bacteria; Firmicutes; Clostridia; Clostridiales.
butyrate_producing_bacterium_SSC_2_uid197181/NC_021016.gbk-            Bacteria; Firmicutes; Clostridia; Clostridiales.
Butyrivibrio_fibrisolvens_uid197155/NC_021031.gbk-            Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae;
Butyrivibrio_proteoclasticus_B316_uid51489/NC_014387.gbk-            Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae;
Butyrivibrio_proteoclasticus_B316_uid51489/NC_014388.gbk-            Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae;
Butyrivibrio_proteoclasticus_B316_uid51489/NC_014389.gbk-            Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae;
Butyrivibrio_proteoclasticus_B316_uid51489/NC_014390.gbk-            Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae;
Caldicellulosiruptor_bescii_DSM_6725_uid59201/NC_012034.gbk-            Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales;
Caldicellulosiruptor_bescii_DSM_6725_uid59201/NC_012036.gbk-            Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales;
Caldicellulosiruptor_bescii_DSM_6725_uid59201/NC_012037.gbk-            Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales;
Caldicellulosiruptor_hydrothermalis_108_uid60157/NC_014652.gbk-            Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales;
Caldicellulosiruptor_kristjanssonii_177R1B_uid60393/NC_014719.gbk-            Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales;
Caldicellulosiruptor_kristjanssonii_177R1B_uid60393/NC_014721.gbk-            Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales;
Caldicellulosiruptor_kronotskyensis_2002_uid60491/NC_014720.gbk-            Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales;
Caldicellulosiruptor_lactoaceticus_6A_uid60575/NC_015949.gbk-            Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales;
Caldicellulosiruptor_obsidiansis_OB47_uid51501/NC_014392.gbk-            Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales;
Caldicellulosiruptor_owensensis_OL_uid60165/NC_014657.gbk-            Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales;
Caldicellulosiruptor_saccharolyticus_DSM_8903_uid58289/NC_009437.gbk-            Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales;
Caldilinea_aerophila_DSM_14535___NBRC_104270_uid158165/NC_017079.gbk-            Bacteria; Chloroflexi; Caldilineae; Caldilineales; Caldilineaceae;
Caldisericum_exile_AZM16c01_uid158173/NC_017096.gbk-            Bacteria; Caldiserica; Caldisericia; Caldisericales;
Calditerrivibrio_nitroreducens_DSM_19672_uid60821/NC_014749.gbk-            Bacteria; Deferribacteres; Deferribacterales; Deferribacteraceae.
Calditerrivibrio_nitroreducens_DSM_19672_uid60821/NC_014758.gbk-            Bacteria; Deferribacteres; Deferribacterales; Deferribacteraceae.
Calothrix_PCC_6303_uid183109/NC_019727.gbk-            Bacteria; Cyanobacteria; Nostocales; Rivulariaceae; Calothrix.
Calothrix_PCC_6303_uid183109/NC_019728.gbk-            Bacteria; Cyanobacteria; Nostocales; Rivulariaceae; Calothrix.
Calothrix_PCC_6303_uid183109/NC_019751.gbk-            Bacteria; Cyanobacteria; Nostocales; Rivulariaceae; Calothrix.
Calothrix_PCC_6303_uid183109/NC_019752.gbk-            Bacteria; Cyanobacteria; Nostocales; Rivulariaceae; Calothrix.
Calothrix_PCC_7507_uid182930/NC_019682.gbk-            Bacteria; Cyanobacteria; Nostocales; Rivulariaceae; Calothrix.
Campylobacter_concisus_13826_uid58667/NC_009795.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_concisus_13826_uid58667/NC_009796.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_concisus_13826_uid58667/NC_009802.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_curvus_525_92_uid58669/NC_009715.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_fetus_82_40_uid58545/NC_008599.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_hominis_ATCC_BAA_381_uid58981/NC_009713.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_hominis_ATCC_BAA_381_uid58981/NC_009714.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_jejuni_81116_uid58771/NC_009839.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_jejuni_81_176_uid58503/NC_008770.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_jejuni_81_176_uid58503/NC_008787.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_jejuni_81_176_uid58503/NC_008790.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_jejuni_doylei_269_97_uid58671/NC_009707.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_jejuni_IA3902_uid159531/NC_017279.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_jejuni_IA3902_uid159531/NC_017284.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_jejuni_ICDCCJ07001_uid61249/NC_014801.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_jejuni_ICDCCJ07001_uid61249/NC_014802.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_jejuni_M1_uid159535/NC_017280.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_jejuni_NCTC_11168___ATCC_700819_uid57587/NC_002163.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_jejuni_NCTC_11168_BN148_uid174152/NC_018521.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_jejuni_PT14_uid176499/NC_018709.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_jejuni_RM1221_uid57899/NC_003912.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_jejuni_S3_uid159533/NC_017281.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_jejuni_S3_uid159533/NC_017282.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_lari_RM2100_uid58115/NC_012039.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Campylobacter_lari_RM2100_uid58115/NC_012040.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Candidatus_Accumulibacter_phosphatis_clade_IIA_UW_1_uid59207/NC_013190.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Candidatus
Candidatus_Accumulibacter_phosphatis_clade_IIA_UW_1_uid59207/NC_013191.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Candidatus
Candidatus_Accumulibacter_phosphatis_clade_IIA_UW_1_uid59207/NC_013193.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Candidatus
Candidatus_Accumulibacter_phosphatis_clade_IIA_UW_1_uid59207/NC_013194.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Candidatus
Candidatus_Amoebophilus_asiaticus_5a2_uid58963/NC_010830.gbk-            Bacteria; Bacteroidetes; Candidatus Amoebophilus.
Candidatus_Arthromitus_SFB_mouse_Japan_uid71379/NC_015913.gbk-            Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae;
Candidatus_Arthromitus_SFB_mouse_Yit_uid159517/NC_017294.gbk-            Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae;
Candidatus_Arthromitus_SFB_rat_Yit_uid73425/NC_016012.gbk-            Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae;
Candidatus_Azobacteroides_pseudotrichonymphae_genomovar__CFP2_uid59163/NC_011561.gbk-            Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Candidatus
Candidatus_Azobacteroides_pseudotrichonymphae_genomovar__CFP2_uid59163/NC_011562.gbk-            Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Candidatus
Candidatus_Azobacteroides_pseudotrichonymphae_genomovar__CFP2_uid59163/NC_011563.gbk-            Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Candidatus
Candidatus_Azobacteroides_pseudotrichonymphae_genomovar__CFP2_uid59163/NC_011564.gbk-            Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Candidatus
Candidatus_Azobacteroides_pseudotrichonymphae_genomovar__CFP2_uid59163/NC_011565.gbk-            Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Candidatus
Candidatus_Blochmannia_chromaiodes_640_uid185308/NC_020075.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Candidatus_Blochmannia_floridanus_uid57999/NC_005061.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Candidatus_Blochmannia_pennsylvanicus_BPEN_uid58329/NC_007292.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Candidatus_Blochmannia_vafer_BVAF_uid62083/NC_014909.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Candidatus_Carsonella_ruddii_CE_isolate_Thao2000_uid172732/NC_018414.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Candidatus
Candidatus_Carsonella_ruddii_CS_isolate_Thao2000_uid172733/NC_018415.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Candidatus
Candidatus_Carsonella_ruddii_HC_isolate_Thao2000_uid172734/NC_018416.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Candidatus
Candidatus_Carsonella_ruddii_HT_isolate_Thao2000_uid172735/NC_018417.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Candidatus
Candidatus_Carsonella_ruddii_PC_isolate_NHV_uid172736/NC_018418.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Candidatus
Candidatus_Carsonella_ruddii_uid58773/NC_008512.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Candidatus
Candidatus_Chloracidobacterium_thermophilum_B_uid73587/NC_016024.gbk-            Bacteria; Acidobacteria; Candidatus Chloracidobacterium.
Candidatus_Chloracidobacterium_thermophilum_B_uid73587/NC_016025.gbk-            Bacteria; Acidobacteria; Candidatus Chloracidobacterium.
Candidatus_Cloacamonas_acidaminovorans_Evry_uid62959/NC_020449.gbk-            Bacteria; candidate division WWE1; Candidatus Cloacamonas.
Candidatus_Cloacamonas_acidaminovorans_Evry_uid62959/NS_000195.gbk-            Bacteria; candidate division WWE1; Candidatus Cloacamonas.
Candidatus_Desulforudis_audaxviator_MP104C_uid59067/NC_010424.gbk-            Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae;
Candidatus_Hamiltonella_defensa_5AT__Acyrthosiphon_pisum__uid59289/NC_012751.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Candidatus_Hamiltonella_defensa_5AT__Acyrthosiphon_pisum__uid59289/NC_012752.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Candidatus_Hodgkinia_cicadicola_Dsem_uid59311/NC_012960.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Candidatus_Kinetoplastibacterium_blastocrithidii__ex_Strigomonas_culicis__uid183629/NC_019814.gbk-            Bacteria; Proteobacteria; Betaproteobacteria;
Candidatus_Kinetoplastibacterium_blastocrithidii_TCC012E_uid189752/NC_020285.gbk-            Bacteria; Proteobacteria; Betaproteobacteria;
Candidatus_Kinetoplastibacterium_crithidii__ex_Angomonas_deanei_ATCC_30255__uid183630/NC_019815.gbk-            Bacteria; Proteobacteria; Betaproteobacteria;
Candidatus_Kinetoplastibacterium_crithidii_TCC036E_uid189749/NC_020283.gbk-            Bacteria; Proteobacteria; Betaproteobacteria;
Candidatus_Kinetoplastibacterium_desouzaii_TCC079E_uid189750/NC_020294.gbk-            Bacteria; Proteobacteria; Betaproteobacteria;
Candidatus_Kinetoplastibacterium_galatii_TCC219_uid189751/NC_020284.gbk-            Bacteria; Proteobacteria; Betaproteobacteria;
Candidatus_Kinetoplastibacterium_oncopeltii_TCC290E_uid189840/NC_020299.gbk-            Bacteria; Proteobacteria; Betaproteobacteria;
Candidatus_Koribacter_versatilis_Ellin345_uid58479/NC_008009.gbk-            Bacteria; Acidobacteria; Candidatus Koribacter.
Candidatus_Liberibacter_asiaticus_gxpsy_uid193764/NC_020549.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Candidatus_Liberibacter_asiaticus_psy62_uid59227/NC_012985.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Candidatus_Liberibacter_solanacearum_CLso_ZC1_uid61245/NC_014774.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Candidatus_Methylomirabilis_oxyfera_uid161981/NC_013260.gbk-            Bacteria; candidate division NC10; Candidatus Methylomirabilis.
Candidatus_Midichloria_mitochondrii_IricVA_uid68687/NC_015722.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;
Candidatus_Moranella_endobia_PCIT_uid68739/NC_015735.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Candidatus_Moranella_endobia_PCVAL_uid197215/NC_021057.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales;
Candidatus_Mycoplasma_haemolamae_Purdue_uid171259/NC_018219.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Candidatus_Mycoplasma_haemominutum__Birmingham_1__uid197195/NC_021007.gbk-            Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma.
Candidatus_Nitrospira_defluvii_uid51175/NC_014355.gbk-            Bacteria; Nitrospirae; Nitrospirales; Nitrospiraceae; Nitrospira.
Candidatus_Pelagibacter_IMCC9063_uid66305/NC_015380.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; SAR11 cluster;
Candidatus_Pelagibacter_ubique_HTCC1062_uid58401/NC_007205.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; SAR11 cluster;
Candidatus_Phytoplasma_australiense_uid61641/NC_010544.gbk-            Bacteria; Tenericutes; Mollicutes; Acholeplasmatales;
Candidatus_Phytoplasma_mali_uid59087/NC_011047.gbk-            Bacteria; Tenericutes; Mollicutes; Acholeplasmatales;
